Filename,Shape_R,Shape_C,Size,Time_KM_A_Distance,ARI_KM_A_Distance,Time_KM_A_DistanceRatio,ARI_KM_A_DistanceRatio,Time_KM_A_ADLOF,ARI_KM_A_ADLOF,Time_KM_B_Distance,ARI_KM_B_Distance,Time_KM_B_DistanceRatio,ARI_KM_B_DistanceRatio,Time_KM_B_ADLOF,ARI_KM_B_ADLOF,Time_DBS_A_Distance,ARI_DBS_A_Distance,Time_DBS_A_DistanceRatio,ARI_DBS_A_DistanceRatio,Time_DBS_A_ADLOF,ARI_DBS_A_ADLOF,Time_DBS_B_Distance,ARI_DBS_B_Distance,Time_DBS_B_DistanceRatio,ARI_DBS_B_DistanceRatio,Time_DBS_B_ADLOF,ARI_DBS_B_ADLOF,Time_HAC_A_Distance,ARI_HAC_A_Distance,Time_HAC_A_DistanceRatio,ARI_HAC_A_DistanceRatio,Time_HAC_A_ADLOF,ARI_HAC_A_ADLOF,Time_HAC_B_Distance,ARI_HAC_B_Distance,Time_HAC_B_DistanceRatio,ARI_HAC_B_DistanceRatio,Time_HAC_B_ADLOF,ARI_HAC_B_ADLOF,Time_AVG_A_Distance,ARI_AVG_A_Distance,Time_AVG_A_DistanceRatio,ARI_AVG_A_DistanceRatio,Time_AVG_A_ADLOF,ARI_AVG_A_ADLOF,Time_AVG_B_Distance,ARI_AVG_B_Distance,Time_AVG_B_DistanceRatio,ARI_AVG_B_DistanceRatio,Time_AVG_B_ADLOF,ARI_AVG_B_ADLOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volcanoes-b5,9989,4,233029,3.894944747,0.000193952,2.580556949,0.000171154,3.639679035,0.018586567,2.521931251,0.003256409,1.838630517,0.000231243,2.368823608,0.000817707,1.313628435,1.83E-05,0.682125807,0.000667811,1.09126544,0.001986502,0.932792902,-0.001912944,0.830357711,0.000183662,1.338500818,0.039893784,2.048841794,-0.00151684,1.359404564,0.00131819,1.343691667,-0.00315193,1.750338316,-0.001584101,1.293443044,0.00060705,1.498172442,-0.009502188,2.441238642,-0.007477227,1.803230842,0.001375389,1.972123623,0.000790614,2.193789641,-0.003706449,2.374284108,-0.000147992,2.181400379,0.004580035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall-robot-navigation,5456,3,99358,2.763766766,0.273614964,1.277867158,0.07492712,1.858918667,0.099769054,1.534030676,0.044991913,1.27337424,0.049444883,1.4514335,0.040860943,1.260693947,0.146723516,1.016085863,0.046912685,1.405273596,0.115361121,1.523776452,0.147711718,1.391784906,0.128331624,1.461448113,0.092585682,1.173553228,0.01142283,0.961226066,0.086077018,1.389038642,0.013538429,1.147957484,0.046008754,1.371155739,0.054585182,1.381998936,0.029157627,2.230076234,0.089427737,1.297722101,0.057455222,1.827607791,0.019089492,2.076715787,0.081914705,1.607320786,0.077537231,2.118650039,0.017814367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waveform-5000,5000,41,1058228,3.330174605,0.251703401,2.023711363,0.309715828,8.002480507,0.316799024,3.880612771,0.30884364,4.964346806,0.317592907,6.987680674,0.310504697,2.3031768,0.310719346,1.24082907,0.31544412,3.045962095,0.307125132,3.375597,0.307961045,1.21104908,0.314463113,3.060178995,0.299737212,6.447907448,0.244706571,7.106082042,0.238199458,7.197167794,0.243173741,6.274349372,0.246997046,5.836639404,0.250269172,8.33758235,0.24797276,3.69650197,0.311767646,2.806524754,0.312892394,4.558969657,0.311610096,3.753334681,0.311833567,2.751403491,0.311246313,4.58049806,0.312763543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waveform_21,5000,22,545157,2.684759378,0.253174656,1.320887248,0.307128059,2.324546655,0.30036784,1.823372523,0.308484836,1.307095051,0.308613595,2.397682031,0.310659062,1.535738627,0.105193425,1.035741329,0.302634316,1.9645106,0.303012139,1.560367584,0.309571104,0.92555666,0.314935,1.924069166,0.304482358,2.084199031,0.296564804,1.634615421,0.294070185,2.755186478,0.295115687,2.359674056,0.298173377,1.721256812,0.297143803,2.734042168,0.295260336,2.556540012,0.296564804,1.80769221,0.297001889,2.819093227,0.297140143,2.427363475,0.297573542,1.882199049,0.298899312,2.870079994,0.301549496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wilt,4839,6,247952,1.596143564,-0.006585701,1.368563732,-0.002288086,2.029609839,-0.010411069,1.769350449,-0.008187949,1.635575851,-0.009414287,1.754415194,-0.011565579,1.025954405,-0.001366178,0.864975135,-0.002159733,1.152173916,-0.024029893,0.956918557,-0.00687207,0.793662151,-0.005694467,1.261538982,-0.009665285,2.166774035,-0.022578799,1.917721907,-0.00712573,2.421334902,-0.006585599,2.416047255,-0.007129673,1.946381569,-0.006784682,2.42202425,-0.007229573,1.997457902,-0.003468429,1.758043766,-0.009735505,1.970052004,-0.007922243,1.868876537,-0.005778029,1.398824453,-0.011088418,1.909581741,-0.004064853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wind,6574,15,491576,2.77821668,0.335059419,2.423773845,0.336355853,3.825943311,0.335530522,3.160488367,0.334941011,2.370967944,0.33612032,3.825860182,0.335410689,1.814577659,0.227013427,0.960379362,0.339504909,2.142792702,0.342122817,1.588593245,0.226418469,0.85300374,0.112271128,2.014758905,0.341062593,2.414913813,0.338247736,1.748038212,0.33494104,2.880297025,0.335178013,2.364696821,0.33623607,1.754454533,0.33482516,2.789388895,0.336118825,2.944218953,0.336001652,2.277462641,0.33611998,3.478480657,0.334824674,2.824539661,0.335412226,2.242435853,0.335529267,3.189819892,0.336709319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wine-quality-red,1599,12,94973,4.524239461,-0.008481646,1.096905708,-0.017217274,1.425020297,-0.007063934,1.36232241,-0.000588643,1.249933958,-0.00034566,2.601224661,-0.001663717,1.169354121,0.002915299,0.616004705,0.005934996,1.021837076,-0.00699488,0.886085987,-0.001133915,0.612900337,0.009274602,0.942282597,-0.002553082,1.094637076,-0.002897397,0.786972284,-0.010671166,1.218548616,-0.000240665,1.091229121,0.000140899,0.869867086,0.004255814,1.102996906,-0.003109134,1.358253717,-0.000701201,1.042583068,-0.007280365,1.46866401,0.002884782,1.378934463,0.003670521,1.158726454,0.002190208,1.485994577,0.002281981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wine-quality-white,4898,12,296931,4.717577537,0.008835366,1.713549773,0.016329377,2.235914548,0.016381551,2.141164223,0.016587905,1.822853406,0.016451335,1.994522731,0.016380475,1.195819378,0.002078256,0.754100959,0.00040444,1.356438319,-0.000185105,1.211628596,0.003573956,0.736275276,0.001124858,1.3440485,0.003769316,2.653483152,0.018701902,1.602880239,0.017400402,2.182629108,0.018102614,2.15692544,0.018961056,1.551908731,0.017235895,2.316466014,0.018377903,2.426107883,0.017337048,2.01964879,0.018107163,2.677292665,0.018901234,2.528968016,0.017388436,1.988451242,0.017896054,2.539831638,0.016520807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wine_quality_red,1599,12,100950,2.73930335,8.54E-05,1.425273021,-0.014567443,2.037564754,0.003875619,2.613016685,0.000359508,2.343258937,-0.014854822,2.175787449,0.002360537,1.204674959,0.006643684,0.638673862,-0.006680011,1.163359404,0.004206054,0.868683736,0.004559223,0.607575893,-0.002665916,1.137720188,-0.001889701,1.523211082,-7.24E-05,1.411435445,-0.022683303,1.917317311,0.002585448,1.774069548,-0.002900548,1.456221581,-0.011959462,1.830865781,-0.001205646,2.239955664,0.006556355,2.518924793,-0.014855943,2.583838542,0.006028975,2.257949193,0.005083944,2.208687067,-0.016481194,2.41419363,0.002369905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wine_quality_white,4898,12,321103,3.404747486,0.010409434,1.409012,0.017096273,1.925468127,0.016258156,1.762493928,0.016872279,1.266673009,0.016973023,1.944992145,0.017089801,1.374981403,0.002575048,0.862040122,0.016488481,1.351693551,0.006596413,1.183361212,0.011307668,0.840622425,-0.000371226,1.333203554,0.002313647,2.747090499,0.01959096,2.333892663,0.017171713,2.964302222,0.017295295,2.854377349,0.017295295,2.387116512,0.017295295,2.957275629,0.017271428,2.069769859,0.01761315,1.502724806,0.017339712,2.080321471,0.017325112,1.9528145,0.01702629,1.499795198,0.017265333,2.09208099,0.017206966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yeast,1484,9,58603,2.540644884,0.084362719,1.635937214,0.075951206,2.102354368,0.040010418,1.895240148,0.029704368,1.743700902,0.104500594,2.209453821,0.038551467,1.643827518,0.000543909,1.171105067,0.008356691,2.133321206,0.00830251,1.660316467,0.000478049,1.166356484,0.000376255,1.657618125,0.010262001,1.504268646,0.044143135,1.47133112,0.025207203,2.095953941,0.031331336,1.793066502,0.040550815,2.156098763,0.067306211,1.709199508,0.053293998,2.592466116,0.028651213,1.670900424,0.052222591,2.174424489,0.019222282,2.293843587,0.011830256,2.143159231,0.070929841,2.528891881,0.046256737,,,,,,,,,,,madelon,2600,501,7807593,18.93784698,0.000537996,4.98436594,2.17E-05,6.321142117,-0.000263015,12.46300165,-0.000250793,5.235649506,0.000481384,10.77080655,-0.00032416,5.344027996,-1.58E-05,2.071608384,0.000881713,8.75145642,0.000332339,5.172785679,0.000472659,2.096190612,0.000696659,5.578333139,0.000376193,15.10262855,-0.000122263,2.581116517,0.000506757,6.071445147,0.000298151,5.668413003,-6.27E-05,20.26920827,0.000141733,9.34973232,-0.000339616,5.751311858,-0.000349868,7.009131511,0.000734242,11.76484839,0.001403375,9.761382977,0.00141321,4.66250666,0.000606978,6.159074465,-0.000287659
